report_id,report_text,sif_potential,life_saving_rule,activity,location,barrier_failure,report_type,site
OIL_02887,"During routine work, overloaded crane was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,Lifting Operations,crane lifting,Drilling Site,overloaded crane,UA Observation,Naharkatiya Field
OIL_02888,"During routine work, missing electrical isolation was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,electrical repair,Production Facility,missing electrical isolation,UC Observation,Naharkatiya Field
OIL_02889,A low-severity observation was recorded during confined space entry involving no standby person. No high-consequence hazard was identified.,0,Confined Space,confined space entry,Storage Tank,no standby person,UA Observation,West Bengal Field
OIL_02890,"A welding activity was observed with flammable material not removed. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Hot Work,welding,Fabrication Yard,flammable material not removed,Near Miss,Duliajan Field
OIL_02891,A routine inspection identified inadequate rescue arrangement during pit cleaning. The issue was corrected without significant safety exposure.,0,Confined Space,pit cleaning,Water Treatment Area,inadequate rescue arrangement,UA Observation,Bihar Field
OIL_02892,"During material lifting, a minor issue involving inadequate lifting plan was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,material lifting,Warehouse,inadequate lifting plan,UA Observation,Tripura Field
OIL_02893,"During routine work, unsafe access was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,Excavation,foundation work,Well Pad,unsafe access,UC Observation,Digboi Field
OIL_02894,A routine inspection identified water accumulation during excavation. The issue was corrected without significant safety exposure.,0,Excavation,excavation,Well Pad,water accumulation,UC Observation,Digboi Field
OIL_02895,A near miss occurred during site shuttle when speeding was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Driving,site shuttle,Camp Road,speeding,UA Observation,Assam Field
OIL_02896,"During routine work, flammable material not removed was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,hot work maintenance,Fabrication Yard,flammable material not removed,UC Observation,Bihar Field
OIL_02897,Personnel were observed during ladder work; missing fall protection was noted and corrected as a routine safety improvement.,0,None,ladder work,Construction Site,missing fall protection,Near Miss,Naharkatiya Field
OIL_02898,"During scaffold work, a minor issue involving unguarded platform edge was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,scaffold work,Tank Farm,unguarded platform edge,UC Observation,Duliajan Field
OIL_02899,"During routine work, seat belt not used was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,vehicle driving,Plant Road,seat belt not used,Incident Report,Tripura Field
OIL_02900,"During routine work, exposed live conductor was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,Electrical Safety,electrical testing,Substation,exposed live conductor,UC Observation,Odisha Field
OIL_02901,Personnel were observed during electrical repair; missing electrical isolation was noted and corrected as a routine safety improvement.,0,None,electrical repair,Processing Plant,missing electrical isolation,UC Observation,Gujarat Field
OIL_02902,"During routine work, improper ladder use was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,ladder work,Tank Farm,improper ladder use,UC Observation,Digboi Field
OIL_02903,"During equipment lifting, a minor issue involving poor rigging was observed. No significant exposure to serious injury or fatality potential was identified.",0,Lifting Operations,equipment lifting,Drilling Site,poor rigging,UA Observation,West Bengal Field
OIL_02904,"During pipe handling, a minor issue involving unsafe positioning was observed. No significant exposure to serious injury or fatality potential was identified.",0,Line of Fire,pipe handling,Well Pad,unsafe positioning,UA Observation,Gujarat Field
OIL_02905,A routine inspection identified inadequate ventilation during manhole entry. The issue was corrected without significant safety exposure.,0,None,manhole entry,Production Facility,inadequate ventilation,UA Observation,Bihar Field
OIL_02906,"During lifting operation, a minor issue involving poor communication was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,lifting operation,Processing Plant,poor communication,UA Observation,Rajasthan Field
OIL_02907,"During vehicle movement, a minor issue involving poor communication was observed. No significant exposure to serious injury or fatality potential was identified.",0,Line of Fire,vehicle movement,Warehouse,poor communication,UA Observation,Gujarat Field
OIL_02908,Personnel were observed performing site shuttle despite fatigue. Work was stopped and the unsafe condition was corrected.,1,Driving,site shuttle,Production Field,fatigue,Near Miss,Tripura Field
OIL_02909,A near miss occurred during trenching when inadequate barricading was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Excavation,trenching,Production Facility,inadequate barricading,UC Observation,Rajasthan Field
OIL_02910,"During routine work, insufficient fire watch was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,grinding,Tank Farm,insufficient fire watch,UA Observation,Odisha Field
OIL_02911,A low-severity observation was recorded during housekeeping involving obstruction. No high-consequence hazard was identified.,0,None,housekeeping,Office,obstruction,UA Observation,Duliajan Field
OIL_02912,"During routine work, missing hot-work permit was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,hot work maintenance,Production Facility,missing hot-work permit,UC Observation,Rajasthan Field
OIL_02913,A low-severity observation was recorded during gas cutting involving poor spark containment. No high-consequence hazard was identified.,0,Hot Work,gas cutting,Tank Farm,poor spark containment,UA Observation,West Bengal Field
